part&hov_t mm&iso_comp_t mm&thermal_expansion_t mm&heat_capacity_t mm&density_t mm&hov_t ani2x&iso_comp_t ani2x&thermal_expansion_t ani2x&heat_capacity_t ani2x&density_t ani2x&hov_t mace-s&iso_comp_t mace-s&thermal_expansion_t mace-s&heat_capacity_t mace-s&density_t mace-s&hov_t mace-m&iso_comp_t mace-m&thermal_expansion_t mace-m&heat_capacity_t mace-m&density_t mace-m
1&32.148849443182215&0.00017174655765880416&0.0014964396838418198&1.6016623607343783&0.6522328895671484&29.126487435880424&0.00020790428262886768&0.002098674147210471&1.6478560892586134&0.7522237333907081&33.67819551333709&0.00014598327858900313&0.002106283298169439&1.4834281636622118&0.7960151899727423&17.91066193117328&0.00038879403344213175&0.0011251499848742132&1.1295986202855965&0.48959122044822917
2&32.15395151561863&0.00016042864356172743&0.0013087202799425069&1.457582651839913&0.6513655736362036&28.8533745966854&0.0002653519031754487&0.0026640934236798848&1.5538793545891598&0.7461143178463061&32.83801648384336&0.0005416296513555689&0.006405722794002473&2.0402267582706135&0.7802085821601431&17.733158410455914&0.0013357101445073615&0.004412454505478371&1.4965355161318643&0.48152243093335184
3&32.04760327915066&0.00016646743659321043&0.001380076344501501&1.3918309208480546&0.6506585524427974&28.632215444394106&0.0002558731169283635&0.0025892222350380432&1.5570541707697374&0.7425357128929745&32.71657262084527&0.0004233038112260879&0.005044605009973569&1.936104781123999&0.7813861966535594&17.51391552167573&0.001529333426152574&0.004464868826432782&1.5549068633575942&0.47341374182205737
4&32.05847104902114&0.00016594376398559936&0.0014964152783085703&1.3638803304209757&0.6504072406051524&28.540573849472835&0.00023667563723825117&0.002448885869614312&1.5423345945919973&0.7403528711585309&33.05640644966213&0.00041461192323345594&0.005405419008057851&2.0539162501550683&0.7853616751931296&17.236790134284895&0.002623132002993916&0.006401390274188242&1.5136994849682244&0.4627785725273555
5&32.15301806315394&0.00017182624734370585&0.0018771868763654742&1.5141655449579472&0.6514414970333912&28.612631111556627&0.0002183054547149804&0.002284027486485453&1.585896269951343&0.742085582510585&33.02593374032058&0.0003787390998844311&0.004975539727082687&2.038754062715878&0.7846134937488162&17.161632389771725&0.002409328109073692&0.005938355814951921&1.5097834743185832&0.45982076809274697
6&32.13473643923427&0.00017629135655938865&0.002045964892540704&1.5668525392881638&0.6512725559280406&28.592721711054956&0.0002175121709488501&0.0020539193825016683&1.5227362084542395&0.7416310428596196&33.204652777238685&0.0003605109727872264&0.0049692145649456385&2.0680398017371493&0.7866231902777361&16.826663649153126&0.010420266402001183&0.015676068786633596&1.7335289154771252&0.4446021094142495
7&32.15665861576345&0.0001793109290624039&0.0019292157565277326&1.5431970763763394&0.6509653004268398&28.575488262290886&0.0002062619923064043&0.001981464802389314&1.5364897958524544&0.7410786200444914&33.18898076662043&0.0003417310882402659&0.00474557611903069&2.0505022206671786&0.7871989693122785&16.556712108754393&0.01665821435250996&0.021647595168495293&1.853210523409574&0.42963490106646685
8&32.13401465053287&0.00018459596971533761&0.0019091039980367553&1.5499588883122308&0.6507634377870464&28.563029423351722&0.00020932377084388352&0.001859535471461875&1.505189471376027&0.7406391392633841&33.25103446349111&0.00032305177275613174&0.004703819470893159&2.1112664679341284&0.7877601329472338&16.266298987524323&0.0279581277081384&0.03276234913062451&2.0919895475677164&0.4139757745093747
9&32.10697312895055&0.00018922948162651825&0.0019163223468531198&1.5639694710108634&0.6506861660589938&28.551145191356113&0.00021695829878801574&0.0019749554866676164&1.5481186238304792&0.7398938004771519&33.22298886659122&0.0003192820270736731&0.0047595168559423&2.1192695732830584&0.7877476135189517&16.024729953293047&0.03222056218457768&0.03672918122212383&2.1537831787764596&0.4023452025888572
10&32.140254570537294&0.00019131480249118471&0.0019524176980904497&1.5468383821813063&0.6508024886526956&28.617474247240345&0.00021675658594025736&0.0021726435552359706&1.5786154684907212&0.7407186572790357&33.09632269321795&0.00037878779530795513&0.0053348977142464&2.1853711955750184&0.7859231026640741&15.970387364018677&0.029412892524564718&0.03344090414166157&2.126402898638582&0.39860796655116465
